Depart Taxi,Hover Climb,Transition Climb,Depart Procedures,Accelerate Climb,Cruise Initial,Decel to Drop Point,Drop payload,Accel from Drop Point,Cruise return,Decelerate Descend,Arrive Procedures,Transition Descend,Hover Descend,Arrive Taxi,Reserve Hover Climb,Reserve Transition Climb,Reserve Accelerate Climb,Reserve Cruise,Reserve Decelerate Descend,Reserve Transition Descend,Reserve Hover Descend
0.10939841667041632,8.376833870078864,9.0053896144542,7.695173847534474,32.47571011815662,344.5330120838885,1.5772739520683472,0.8220105064671737,2.400143107482363,293.07452010783123,1.0283326967677135,2.049442156447047,0.14933187862336872,2.915431272087422,0.056457240199828077,8.376833870078864,9.0053896144542,7.4753555697253296,68.9066024167777,3.092653984080073,4.536595133974032,7.9479920767308325
